record_id,student_id,student_name,lecture_id,lecture_name,lecturer_id,lecturer_name,course_id,course_code,course_name,group_id,group_name,academic_week,timestamp,time,time_minute,emotion,confidence,engagement_score,focus_score,attendance_status,is_present,left_room,absence_duration_minutes,source_type,model_name
2982,S002,Rawan Elsawaby,L8add99619,CS301 — GRP_A_CS301 (Week 13),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-02-09T08:25:19Z,08:25,25,Bored,0.96,0.28,0.71,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3002,S002,Rawan Elsawaby,L8add99619,CS301 — GRP_A_CS301 (Week 13),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-02-09T08:32:40Z,08:32,30,Bored,0.76,0.26,0.94,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3022,S002,Rawan Elsawaby,L8add99619,CS301 — GRP_A_CS301 (Week 13),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-02-09T08:36:17Z,08:36,35,Happy,0.79,0.94,0.73,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3042,S002,Rawan Elsawaby,L8add99619,CS301 — GRP_A_CS301 (Week 13),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-02-09T08:44:46Z,08:44,40,Neutral,0.81,0.6,0.87,Absent,FALSE,TRUE,20,mock_video,EduPulse_v1.0
3062,S002,Rawan Elsawaby,L8add99619,CS301 — GRP_A_CS301 (Week 13),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-02-09T08:48:14Z,08:48,45,Happy,0.75,0.95,0.89,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3082,S002,Rawan Elsawaby,L8add99619,CS301 — GRP_A_CS301 (Week 13),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-02-09T08:53:58Z,08:53,50,Happy,0.81,1,0.86,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3102,S002,Rawan Elsawaby,L8add99619,CS301 — GRP_A_CS301 (Week 13),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,13,2026-02-09T08:59:13Z,08:59,55,Neutral,0.79,0.68,0.67,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3122,S002,Rawan Elsawaby,L6668652b8,CS301 — GRP_A_CS301 (Week 14),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,14,2026-02-11T12:02:55Z,12:02,0,Happy,0.92,1,0.81,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3142,S002,Rawan Elsawaby,L6668652b8,CS301 — GRP_A_CS301 (Week 14),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,14,2026-02-11T12:08:58Z,12:08,5,Confused,0.8,0.37,0.82,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3162,S002,Rawan Elsawaby,L6668652b8,CS301 — GRP_A_CS301 (Week 14),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,14,2026-02-11T12:13:35Z,12:13,10,Happy,0.99,1,0.67,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3182,S002,Rawan Elsawaby,L6668652b8,CS301 — GRP_A_CS301 (Week 14),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,14,2026-02-11T12:17:51Z,12:17,15,Happy,0.85,0.96,0.94,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3202,S002,Rawan Elsawaby,L6668652b8,CS301 — GRP_A_CS301 (Week 14),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,14,2026-02-11T12:20:23Z,12:20,20,Neutral,0.8,0.66,0.8,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3222,S002,Rawan Elsawaby,L6668652b8,CS301 — GRP_A_CS301 (Week 14),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,14,2026-02-11T12:28:18Z,12:28,25,Bored,0.83,0.16,0.9,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3242,S002,Rawan Elsawaby,L6668652b8,CS301 — GRP_A_CS301 (Week 14),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,14,2026-02-11T12:31:21Z,12:31,30,Bored,0.77,0.23,0.65,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3262,S002,Rawan Elsawaby,L6668652b8,CS301 — GRP_A_CS301 (Week 14),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,14,2026-02-11T12:36:25Z,12:36,35,Neutral,0.79,0.57,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3282,S002,Rawan Elsawaby,L6668652b8,CS301 — GRP_A_CS301 (Week 14),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,14,2026-02-11T12:43:24Z,12:43,40,Happy,0.88,0.9,0.72,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3302,S002,Rawan Elsawaby,L6668652b8,CS301 — GRP_A_CS301 (Week 14),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,14,2026-02-11T12:48:25Z,12:48,45,Neutral,0.99,0.69,0.68,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3322,S002,Rawan Elsawaby,L6668652b8,CS301 — GRP_A_CS301 (Week 14),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,14,2026-02-11T12:52:42Z,12:52,50,Happy,0.85,0.89,0.68,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3342,S002,Rawan Elsawaby,L6668652b8,CS301 — GRP_A_CS301 (Week 14),L002,Ahmed Mohamed,1,CS301,Artificial Intelligence,1,Group A - CS301,14,2026-02-11T12:56:31Z,12:56,55,Neutral,0.78,0.7,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3842,S002,Rawan Elsawaby,Lc352ea6f6,CS302 — GRP_A_CS302 (Week 1),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,1,2026-02-16T08:01:23Z,08:01,0,Neutral,0.77,0.69,0.87,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3862,S002,Rawan Elsawaby,Lc352ea6f6,CS302 — GRP_A_CS302 (Week 1),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,1,2026-02-16T08:07:25Z,08:07,5,Confused,0.94,0.42,0.85,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3882,S002,Rawan Elsawaby,Lc352ea6f6,CS302 — GRP_A_CS302 (Week 1),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,1,2026-02-16T08:13:33Z,08:13,10,Neutral,0.77,0.65,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3902,S002,Rawan Elsawaby,Lc352ea6f6,CS302 — GRP_A_CS302 (Week 1),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,1,2026-02-16T08:19:25Z,08:19,15,Happy,0.98,0.97,0.73,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3922,S002,Rawan Elsawaby,Lc352ea6f6,CS302 — GRP_A_CS302 (Week 1),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,1,2026-02-16T08:22:52Z,08:22,20,Confused,0.76,0.39,0.7,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3942,S002,Rawan Elsawaby,Lc352ea6f6,CS302 — GRP_A_CS302 (Week 1),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,1,2026-02-16T08:25:33Z,08:25,25,Confused,0.71,0.4,0.74,Absent,FALSE,TRUE,5,mock_video,EduPulse_v1.0
3962,S002,Rawan Elsawaby,Lc352ea6f6,CS302 — GRP_A_CS302 (Week 1),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,1,2026-02-16T08:32:00Z,08:32,30,Confused,0.82,0.35,0.9,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
3982,S002,Rawan Elsawaby,Lc352ea6f6,CS302 — GRP_A_CS302 (Week 1),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,1,2026-02-16T08:37:32Z,08:37,35,Confused,0.72,0.36,0.74,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4002,S002,Rawan Elsawaby,Lc352ea6f6,CS302 — GRP_A_CS302 (Week 1),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,1,2026-02-16T08:42:36Z,08:42,40,Confused,0.79,0.47,0.63,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4022,S002,Rawan Elsawaby,Lc352ea6f6,CS302 — GRP_A_CS302 (Week 1),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,1,2026-02-16T08:48:08Z,08:48,45,Happy,0.76,0.95,0.66,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4042,S002,Rawan Elsawaby,Lc352ea6f6,CS302 — GRP_A_CS302 (Week 1),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,1,2026-02-16T08:54:34Z,08:54,50,Neutral,0.79,0.62,0.91,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4062,S002,Rawan Elsawaby,Lc352ea6f6,CS302 — GRP_A_CS302 (Week 1),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,1,2026-02-16T08:59:43Z,08:59,55,Confused,0.97,0.38,0.7,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4082,S002,Rawan Elsawaby,L3dcd1e5d2,CS302 — GRP_A_CS302 (Week 2),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,2,2026-02-18T12:04:18Z,12:04,0,Confused,0.79,0.31,0.78,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4102,S002,Rawan Elsawaby,L3dcd1e5d2,CS302 — GRP_A_CS302 (Week 2),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,2,2026-02-18T12:06:56Z,12:06,5,Happy,0.86,0.92,0.7,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4122,S002,Rawan Elsawaby,L3dcd1e5d2,CS302 — GRP_A_CS302 (Week 2),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,2,2026-02-18T12:12:44Z,12:12,10,Confused,0.97,0.43,0.69,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4142,S002,Rawan Elsawaby,L3dcd1e5d2,CS302 — GRP_A_CS302 (Week 2),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,2,2026-02-18T12:15:10Z,12:15,15,Bored,0.84,0.1,0.62,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4162,S002,Rawan Elsawaby,L3dcd1e5d2,CS302 — GRP_A_CS302 (Week 2),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,2,2026-02-18T12:23:21Z,12:23,20,Confused,0.71,0.38,0.76,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4182,S002,Rawan Elsawaby,L3dcd1e5d2,CS302 — GRP_A_CS302 (Week 2),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,2,2026-02-18T12:26:26Z,12:26,25,Confused,0.71,0.36,0.78,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4202,S002,Rawan Elsawaby,L3dcd1e5d2,CS302 — GRP_A_CS302 (Week 2),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,2,2026-02-18T12:30:26Z,12:30,30,Confused,0.76,0.33,0.81,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4222,S002,Rawan Elsawaby,L3dcd1e5d2,CS302 — GRP_A_CS302 (Week 2),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,2,2026-02-18T12:39:03Z,12:39,35,Confused,0.72,0.45,0.79,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4242,S002,Rawan Elsawaby,L3dcd1e5d2,CS302 — GRP_A_CS302 (Week 2),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,2,2026-02-18T12:44:22Z,12:44,40,Confused,0.76,0.37,0.85,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4262,S002,Rawan Elsawaby,L3dcd1e5d2,CS302 — GRP_A_CS302 (Week 2),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,2,2026-02-18T12:45:08Z,12:45,45,Happy,0.82,0.92,0.77,Absent,FALSE,TRUE,15,mock_video,EduPulse_v1.0
4282,S002,Rawan Elsawaby,L3dcd1e5d2,CS302 — GRP_A_CS302 (Week 2),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,2,2026-02-18T12:51:44Z,12:51,50,Neutral,0.85,0.63,0.88,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
4302,S002,Rawan Elsawaby,L3dcd1e5d2,CS302 — GRP_A_CS302 (Week 2),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,2,2026-02-18T12:58:50Z,12:58,55,Bored,0.89,0.17,0.88,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
6722,S002,Rawan Elsawaby,L6a39501e6,CS302 — GRP_A_CS302 (Week 13),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,13,2026-02-16T08:03:01Z,08:03,0,Bored,0.88,0.23,0.75,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
6742,S002,Rawan Elsawaby,L6a39501e6,CS302 — GRP_A_CS302 (Week 13),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,13,2026-02-16T08:08:42Z,08:08,5,Happy,0.76,0.97,0.71,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
6762,S002,Rawan Elsawaby,L6a39501e6,CS302 — GRP_A_CS302 (Week 13),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,13,2026-02-16T08:10:28Z,08:10,10,Happy,0.79,1,0.6,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
6782,S002,Rawan Elsawaby,L6a39501e6,CS302 — GRP_A_CS302 (Week 13),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,13,2026-02-16T08:17:49Z,08:17,15,Happy,0.95,0.98,0.83,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
6802,S002,Rawan Elsawaby,L6a39501e6,CS302 — GRP_A_CS302 (Week 13),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,13,2026-02-16T08:20:19Z,08:20,20,Confused,0.79,0.47,0.67,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
6822,S002,Rawan Elsawaby,L6a39501e6,CS302 — GRP_A_CS302 (Week 13),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,13,2026-02-16T08:27:05Z,08:27,25,Confused,0.8,0.45,0.74,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
6842,S002,Rawan Elsawaby,L6a39501e6,CS302 — GRP_A_CS302 (Week 13),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,13,2026-02-16T08:34:49Z,08:34,30,Confused,0.8,0.44,0.92,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
6862,S002,Rawan Elsawaby,L6a39501e6,CS302 — GRP_A_CS302 (Week 13),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,13,2026-02-16T08:36:13Z,08:36,35,Confused,0.77,0.45,0.76,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
6882,S002,Rawan Elsawaby,L6a39501e6,CS302 — GRP_A_CS302 (Week 13),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,13,2026-02-16T08:43:24Z,08:43,40,Confused,0.74,0.3,0.63,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
6902,S002,Rawan Elsawaby,L6a39501e6,CS302 — GRP_A_CS302 (Week 13),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,13,2026-02-16T08:46:29Z,08:46,45,Neutral,0.78,0.69,0.87,Absent,FALSE,TRUE,20,mock_video,EduPulse_v1.0
6922,S002,Rawan Elsawaby,L6a39501e6,CS302 — GRP_A_CS302 (Week 13),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,13,2026-02-16T08:52:06Z,08:52,50,Neutral,0.88,0.64,0.93,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
6942,S002,Rawan Elsawaby,L6a39501e6,CS302 — GRP_A_CS302 (Week 13),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,13,2026-02-16T08:58:14Z,08:58,55,Happy,0.77,1,0.86,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
6962,S002,Rawan Elsawaby,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:02:33Z,12:02,0,Happy,0.87,1,0.83,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
6982,S002,Rawan Elsawaby,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:06:26Z,12:06,5,Happy,0.85,0.89,0.83,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7002,S002,Rawan Elsawaby,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:11:26Z,12:11,10,Happy,0.92,0.92,0.71,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7022,S002,Rawan Elsawaby,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:17:25Z,12:17,15,Neutral,0.77,0.53,0.71,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7042,S002,Rawan Elsawaby,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:20:53Z,12:20,20,Confused,0.81,0.6,0.8,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7062,S002,Rawan Elsawaby,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:28:13Z,12:28,25,Confused,0.76,0.32,0.75,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7082,S002,Rawan Elsawaby,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:30:31Z,12:30,30,Confused,0.72,0.39,0.69,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7102,S002,Rawan Elsawaby,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:36:43Z,12:36,35,Confused,0.76,0.36,0.66,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7122,S002,Rawan Elsawaby,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:44:31Z,12:44,40,Confused,0.8,0.41,0.66,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7142,S002,Rawan Elsawaby,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:46:06Z,12:46,45,Neutral,0.9,0.63,0.79,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7162,S002,Rawan Elsawaby,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:54:54Z,12:54,50,Neutral,0.97,0.65,0.68,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
7182,S002,Rawan Elsawaby,L01b28a9f1,CS302 — GRP_A_CS302 (Week 14),L004,mina youssef,2,CS302,Data Science Fundamentals,3,Group A - CS302,14,2026-02-18T12:55:32Z,12:55,55,Neutral,0.93,0.72,0.62,Present,TRUE,FALSE,0,mock_video,EduPulse_v1.0
